CTY_CODE,CTY_NAME,GEN_VAL_MO,AIR_VAL_MO,AIR_WGT_MO,VES_VAL_MO,VES_WGT_MO,CNT_VAL_MO,CNT_WGT_MO,MONTH,SUMMARY_LVL,COMM_LVL,I_COMMODITY,YEAR
-,TOTAL FOR ALL COUNTRIES,2727900,30762,3015,1993628,1889449,1993628,1889449,05,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,3508275,53070,8616,2506749,2397038,2490999,2378520,06,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,5358800,128788,14800,3097045,2783294,3081295,2764818,07,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,5599594,38457,3794,2695518,2408474,2679768,2390018,08,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,7836185,157272,33389,4011609,3327649,4011609,3327649,09,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,7182948,71988,3202,3407146,3175823,3407146,3175823,10,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,5999481,65834,3447,3662445,3293217,3646695,3274002,11,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,5799725,97720,8856,4009790,3196463,3372774,2955488,12,DET,HS6,051191,2020
-,TOTAL FOR ALL COUNTRIES,2929550,0,0,2807120,551892,2807120,551892,01,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,2493738,0,0,2309768,488026,2309768,488026,02,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,1349523,0,0,1222585,198797,1222585,198797,03,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,1461652,0,0,1358752,286733,1358752,286733,04,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,3694794,0,0,3091287,602662,3091287,602662,05,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,2373498,0,0,1774626,362972,1774626,362972,06,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,2092092,0,0,1900234,393454,1900234,393454,07,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,3625457,0,0,3402607,669081,3402607,669081,08,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,5582031,0,0,4524422,949195,4524422,949195,09,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,5516774,0,0,5124716,1031770,5124716,1031770,10,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,3747332,0,0,3597072,676670,3597072,676670,11,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,3337260,0,0,3138754,615237,3138754,615237,12,DET,HS6,160551,2020
-,TOTAL FOR ALL COUNTRIES,641439,641439,4499,0,0,0,0,01,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,832672,832672,5482,0,0,0,0,02,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,658530,651990,4510,6540,22,6540,22,03,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,179563,179563,1749,0,0,0,0,04,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,663547,658450,4607,5097,16,5097,16,05,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,980657,893220,5773,0,0,0,0,06,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,923131,923131,6303,0,0,0,0,07,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,939511,939511,6229,0,0,0,0,08,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,1432914,1401420,9616,31494,888,31494,888,09,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,3289607,3283115,21898,0,0,0,0,10,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,2843991,2824360,18847,19631,113,19631,113,11,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,3768562,3711241,26166,0,0,0,0,12,DET,HS6,160431,2020
-,TOTAL FOR ALL COUNTRIES,1665043,79729,2715,1582770,164921,1582770,164921,01,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1357548,123033,9340,1185933,92635,1185933,92635,02,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1008469,88260,3921,920209,92520,920209,92520,03,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,2146246,6320,96,2139926,135781,2139926,135781,04,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1242650,43629,2067,1185791,88095,1185791,88095,05,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,903072,97806,6287,805266,60562,796154,59892,06,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,945030,122328,8958,822702,80219,822702,80219,07,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1008830,119381,6867,889449,80911,889449,80911,08,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1056133,37392,2437,1013670,93949,1013670,93949,09,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1646250,232166,10204,1414084,130093,1414084,130093,10,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1704498,137987,9447,1512753,123443,1512753,123443,11,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,1616803,179790,14341,1377732,119036,1377732,119036,12,DET,HS6,160432,2020
-,TOTAL FOR ALL COUNTRIES,117688882,7000,816,117006686,16081814,116846486,16061838,01,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,86698776,0,0,86268202,11994830,86095492,11973072,02,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,105352535,0,0,105162556,14433091,105162556,14433091,04,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,88629718,3491,429,88017663,11997808,88017663,11997808,03,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,88709125,0,0,88443588,12366742,88443588,12366742,05,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,118853819,3180,540,118298348,15860097,118298348,15860097,06,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,141541881,24443,1851,140595964,18326418,140595964,18326418,07,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,162050554,0,0,161219429,20345399,161219429,20345399,08,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,166017567,0,0,164643352,20342476,164643352,20342476,09,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,176017227,2406,85,175280530,22146908,175254826,22142586,10,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,168054819,0,0,167088422,20792869,167062186,20786689,11,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,157856034,2241,85,157446074,20103282,157372509,20091598,12,DET,HS6,160521,2020
-,TOTAL FOR ALL COUNTRIES,7978135,0,0,7891962,961030,7891962,961030,01,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,6541412,0,0,6414698,706347,6414698,706347,02,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,7004695,0,0,6851391,697974,6851391,697974,03,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,9124908,0,0,8969164,951509,8969164,951509,04,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,6294559,0,0,6180221,733516,6180221,733516,05,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,8739658,0,0,8392571,955512,8392571,955512,06,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,7256466,0,0,6616582,744059,6616582,744059,07,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,11872922,9777,793,11671664,1348902,11671664,1348902,08,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,10203674,13065,917,9829728,1230436,9809366,1227438,09,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,15026606,0,0,14787894,1737587,14787894,1737587,10,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,10791832,0,0,10408362,1124366,10408362,1124366,11,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,12757734,0,0,12289172,1394426,12289172,1394426,12,DET,HS6,160529,2020
-,TOTAL FOR ALL COUNTRIES,6956311,0,0,6159080,3866296,6159080,3866296,01,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,5686954,0,0,4454062,2613560,4454062,2613560,02,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,8863401,0,0,7964534,5131822,7964534,5131822,03,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,9196709,0,0,8074191,5173881,8074191,5173881,04,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,12663315,0,0,11353733,7135067,11294983,7109887,05,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,8469046,0,0,7541840,4715440,7541840,4715440,06,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,9154552,0,0,8466764,5178853,8459564,5177933,07,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,5639311,0,0,4583107,2711170,4583107,2711170,08,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,6911008,9221,1050,5746843,3515700,5746843,3515700,09,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,6186884,0,0,4680695,2821381,4680695,2821381,10,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,7257215,0,0,5502580,3506392,5502580,3506392,11,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,8585607,0,0,6983215,4104508,6983215,4104508,12,DET,HS6,230120,2020
-,TOTAL FOR ALL COUNTRIES,16400656,0,0,139887,10005,139887,10005,01,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,9050465,0,0,112059,4416,112059,4416,02,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,7707530,0,0,279816,11641,267960,11161,03,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,279031,0,0,221718,11214,221718,11214,04,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,7045548,0,0,214290,9481,214290,9481,05,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,35426206,0,0,17349,3766,17349,3766,06,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,31710195,0,0,16938,3261,16938,3261,07,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,29320967,0,0,311292,46825,311292,46825,08,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,27480654,0,0,92644,6141,92644,6141,09,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,27183534,3862,187,402680,19287,402680,19287,10,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,21768620,0,0,192925,10281,192925,10281,11,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,15129178,3493,140,363486,13373,363486,13373,12,DET,HS6,160530,2020
-,TOTAL FOR ALL COUNTRIES,4933746,5376,814,4449287,649278,4449287,649278,01,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,3408762,0,0,3107304,416340,3107304,416340,02,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,3219965,28215,2026,2458696,445854,2458696,445854,03,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,3233858,0,0,3052910,721177,3052910,721177,04,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,4364209,0,0,4335945,943658,4335945,943658,05,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,11970016,0,0,11964552,2196609,11964552,2196609,06,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,9948911,9790,638,9919368,2139312,9919368,2139312,07,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,8910479,2500,284,8841313,2025966,8841313,2025966,08,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,9851414,340122,18028,9157334,1854954,9157334,1854954,09,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,7994701,0,0,7737571,1270341,7737571,1270341,10,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,6191073,0,0,5967257,1000909,5967257,1000909,11,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,6346081,24865,1824,6013050,649235,6013050,649235,12,DET,HS6,160540,2020
-,TOTAL FOR ALL COUNTRIES,747075,0,0,604722,139340,604722,139340,01,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,382003,0,0,382003,83861,382003,83861,02,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,374246,0,0,287994,60999,280990,60683,03,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,1243139,0,0,1243139,118028,1243139,118028,04,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,533255,0,0,448626,121773,448626,121773,05,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,607918,0,0,484894,127002,484894,127002,06,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,372217,0,0,331837,67233,331837,67233,07,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,688261,0,0,539802,50020,539802,50020,08,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,776144,132178,2213,259751,58518,244245,57970,09,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,1094049,57984,1125,700329,136395,695820,136230,10,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,1082201,0,0,640005,79665,634384,79447,11,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,769840,0,0,572829,112296,572829,112296,12,DET,HS6,160552,2020
-,TOTAL FOR ALL COUNTRIES,2045598,19392,1407,1758128,688596,1758128,688596,01,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,1504738,0,0,1328698,539269,1325479,539069,02,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,2060077,6090,223,1792239,747289,1777292,746615,03,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,1235501,0,0,1223509,515480,1223509,515480,04,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,921165,0,0,874274,320372,874274,320372,05,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,1968985,0,0,1924728,726919,1924728,726919,06,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,2435162,0,0,2435162,1156346,2435162,1156346,07,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,2568966,60027,5290,2505279,1051653,2505279,1051653,08,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,2484282,25697,8470,2426871,1086716,2426871,1086716,09,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,1937663,44648,7452,1889965,779471,1889965,779471,10,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,1086305,11741,1282,1013105,420921,1013105,420921,11,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,2496234,7469,273,2240210,983513,2240210,983513,12,DET,HS6,160553,2020
-,TOTAL FOR ALL COUNTRIES,5086032,13391,439,4897016,821820,4897016,821820,01,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,4408085,0,0,4318625,681982,4314879,681749,02,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,4342253,0,0,4204653,661963,4197633,661322,03,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,4359067,0,0,4359067,640707,4171222,617157,04,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,3653601,0,0,3629001,603836,3629001,603836,05,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,4229596,0,0,4198396,704062,4194541,703842,06,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,4109831,0,0,3986326,574150,3986326,574150,07,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,4214267,0,0,4085267,550326,4085267,550326,08,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,5757619,0,0,5643679,958954,5472682,949286,09,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,6649142,0,0,6545322,929822,6471994,922051,10,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,7160608,2289,75,7093419,1057932,7061454,1056906,11,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,8367735,0,0,8324837,1319359,8322548,1319311,12,DET,HS6,160554,2020
-,TOTAL FOR ALL COUNTRIES,1597913,17171,980,1580742,173130,1580742,173130,01,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,2671255,6427,419,2664828,258992,2664828,258992,02,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,2297105,2085,168,2279902,224927,2279902,224927,03,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,2378598,0,0,2378598,288399,2378598,288399,04,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,1234450,0,0,1198480,203658,1198480,203658,05,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,1092885,8035,509,1084850,154462,1084850,154462,06,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,1769365,0,0,1769365,153872,1769365,153872,07,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,1601872,2540,167,1599332,185698,1599332,185698,08,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,2227773,0,0,2197806,265199,2197806,265199,09,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,2620467,15679,915,2604788,244615,2604788,244615,10,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,1978113,7659,162,1970454,241333,1967526,241198,11,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,3218415,19789,910,3117511,402229,3115419,402132,12,DET,HS6,160555,2020
-,TOTAL FOR ALL COUNTRIES,3006455,0,0,2957448,1542418,2957448,1542418,01,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,2992664,7605,450,2888276,1305124,2884298,1304876,02,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,2707144,0,0,2701889,1287393,2696493,1287150,03,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,1790403,0,0,1790403,853651,1790403,853651,04,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,1782330,0,0,1734034,655595,1734034,655595,05,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,1402772,8873,560,1353646,534687,1353646,534687,06,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,1887111,0,0,1706811,616091,1706811,616091,07,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,2380875,8112,561,2337067,850723,2337067,850723,08,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,1733885,0,0,1640910,584690,1640910,584690,09,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,1956867,10453,286,1888771,745613,1885298,745201,10,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,2777758,13997,285,2593880,1010322,2593880,1010322,11,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,2202570,0,0,2162770,852570,2162770,852570,12,DET,HS6,160556,2020
-,TOTAL FOR ALL COUNTRIES,349328,241169,3503,108159,6276,56324,3413,01,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1534003,482134,7773,243367,9522,227147,8549,02,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1151711,0,0,150202,5418,122143,3042,04,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1937355,313393,6230,174758,8091,174758,8091,03,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1573155,0,0,1164357,27443,1090572,25532,05,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1020651,0,0,125979,5623,108656,5396,06,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1753518,0,0,653213,21133,612435,19054,07,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,937198,0,0,407567,13293,361612,11196,08,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1110764,0,0,1097514,56907,1029244,53230,09,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,866564,92450,2842,407319,23658,254337,15241,10,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,853319,0,0,853319,44451,720899,38604,11,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,1153660,0,0,617122,25797,601022,25285,12,DET,HS6,160557,2020
-,TOTAL FOR ALL COUNTRIES,110903,0,0,110903,19639,110903,19639,01,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,237593,2035,16,137278,32442,137278,32442,02,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,471408,0,0,471408,77791,451976,75378,03,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,318234,0,0,318234,63063,318234,63063,04,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,245402,0,0,245402,53613,225896,48170,05,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,113109,0,0,113109,22796,113109,22796,06,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,23529,0,0,23529,1889,23529,1889,07,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,285989,0,0,285989,66448,285989,66448,08,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,163274,0,0,163274,23706,163274,23706,09,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,106637,2297,627,104340,14857,104340,14857,10,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,370952,0,0,370952,56988,370952,56988,11,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,230004,0,0,129164,29601,129164,29601,12,DET,HS6,160558,2020
-,TOTAL FOR ALL COUNTRIES,638279,0,0,638279,176634,638279,176634,01,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,377444,12108,1405,362136,116143,362136,116143,02,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,535918,0,0,535918,131316,535918,131316,03,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,383842,0,0,383842,139534,383842,139534,04,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,579185,0,0,579185,205089,579185,205089,05,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,518363,0,0,518363,125528,518363,125528,06,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,296304,0,0,296304,54843,296304,54843,07,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,494263,0,0,494263,120757,494263,120757,08,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,612324,0,0,612324,165232,612324,165232,09,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,850902,4805,664,846097,255911,834780,254843,10,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,699279,0,0,699279,219176,699279,219176,11,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,1002117,0,0,1002117,324921,1002117,324921,12,DET,HS6,160559,2020
-,TOTAL FOR ALL COUNTRIES,39328,39328,2670,0,0,0,0,01,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,62610,62610,6381,0,0,0,0,02,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,51775,51775,1417,0,0,0,0,03,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,15578,15578,758,0,0,0,0,04,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,05,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,2875,2875,595,0,0,0,0,06,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,07,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,5585,5585,1152,0,0,0,0,08,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,415522,2575,535,0,0,0,0,09,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,10,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,11,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,80895,80895,1217,0,0,0,0,12,DET,HS6,160561,2020
-,TOTAL FOR ALL COUNTRIES,3667,0,0,3667,117,3667,117,01,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,6161,0,0,6161,198,6161,198,02,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,8568,0,0,8568,118,2211,68,03,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,2962,0,0,2962,97,2962,97,04,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,2270,0,0,2270,67,2270,67,05,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,3397,0,0,3397,115,3397,115,07,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,06,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,2482,0,0,2482,40,2482,40,08,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,10371,0,0,10371,158,10371,158,09,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,4460,0,0,4460,85,4460,85,10,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,8291,3501,24,4790,91,4790,91,11,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,12,DET,HS6,160562,2020
-,TOTAL FOR ALL COUNTRIES,370705,0,0,370705,125553,370705,125553,01,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,1571655,54080,729,1486075,471938,1486075,471938,01,DET,HS6,160569,2020
-,TOTAL FOR ALL COUNTRIES,57922,0,0,57922,28041,57922,28041,02,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,437205,0,0,437205,153373,437205,153373,03,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,75537,0,0,75537,45042,75537,45042,04,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,167613,0,0,167613,62773,167613,62773,05,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,269413,0,0,269413,112509,269413,112509,06,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,358811,0,0,358811,109490,358811,109490,07,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,137241,0,0,137241,46395,137241,46395,08,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,354007,0,0,354007,172418,354007,172418,09,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,249708,0,0,249708,103983,249708,103983,10,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,190401,0,0,190401,133770,190401,133770,11,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,78695,0,0,78695,70318,78695,70318,12,DET,HS6,160563,2020
-,TOTAL FOR ALL COUNTRIES,1230218,0,0,1162143,308870,1124054,308249,02,DET,HS6,160569,2020
-,TOTAL FOR ALL COUNTRIES,1246465,0,0,1192018,299819,1192018,299819,03,DET,HS6,160569,2020
-,TOTAL FOR ALL COUNTRIES,2438093,3548,110,2434545,610544,2434545,610544,04,DET,HS6,160569,2020
-,TOTAL FOR ALL COUNTRIES,2296966,0,0,2244991,670047,2244991,670047,05,DET,HS6,160569,2020
-,TOTAL FOR ALL COUNTRIES,1170407,0,0,1135687,227261,1135687,227261,06,DET,HS6,160569,2020
